,code,Frequency_across_Pubmed,Title
2733,C2349366,0,"Secondary diabetes mellitus with ketoacidosis, uncontrolled"
2734,C3161434,0,Other pneumothorax and air leak
2735,C0153415,0,Malignant neoplasm of lower third of esophagus
2736,C0728903,0,"Other malignant lymphomas, lymph nodes of multiple sites"
2737,C0160622,0,"Open wound of finger(s), with tendon involvement"
2738,C0154717,0,"Epilepsia partialis continua, without mention of intractable epilepsy"
2739,C0159680,0,Closed fracture of surgical neck of humerus
2740,C0160367,0,"Injury to ascending [right] colon, with open wound into cavity"
2741,C0795698,0,Herpes zoster with other ophthalmic complications
2742,C0160171,0,"Cerebellar or brain stem contusion without mention of open intracranial wound, with loss of consciousness of unspecified duration"
2743,C2349873,0,Acq absnce breast/nipple
2744,C2910787,0,Prophylactic breast removal
2745,C0160009,0,"Closed dislocation, first cervical vertebra"
2746,C0158326,0,"Other disorders of synovium, tendon, and bursa"
2747,C0154400,0,"Manic affective disorder, recurrent episode, severe, specified as with psychotic behavior"
2748,C0029768,0,Other specified diseases of blood and blood-forming organs
2749,C0473508,0,Delay p/part hem-postpar
2750,C0434685,0,"Dislocation of patella, closed"
2751,C0153801,0,"Nodular lymphoma, lymph nodes of multiple sites"
2752,C0161418,0,C1-C4 level with anterior cord syndrome
2753,C0837133,0,"Coronary atherosclerosis of unspecified type of vessel, native or graft"
2754,C0700625,0,"Allergy, unspecified"
2755,C0161801,0,Complications of transplanted lung
2756,C0160671,0,"Traumatic amputation of leg(s) (complete) (partial), unilateral, below knee, without mention of complication"
2757,C0156675,0,"Eclampsia, delivered, with or without mention of antepartum condition"
2758,C0435905,0,Open fracture of upper end of fibula with tibia
2759,C0347071,0,Malignant neoplasm NOS
2760,C0273389,0,"Traumatic amputation of arm and hand (complete) (partial), unilateral, below elbow, complicated"
2761,C0160411,0,"Injury to spleen without mention of open wound into cavity, massive parenchymal disruption"
2762,C0159370,0,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
2763,C3161110,0,Acute respiratory failure following trauma and surgery
2764,C0159264,0,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
2765,C0159246,0,"Closed fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
2766,C4038618,0,Diverticulosis of small intestine with hemorrhage
2767,C0375002,0,Chronic viral hepatitis B with hepatic coma without hepatitis delta
2768,C0029513,0,Other and unspecified ovarian cyst
2769,C0155892,0,Other specified allergic alveolitis and pneumonitis
2770,C1260398,0,Sickle-cell/Hb-C disease with crisis
2771,C0161780,0,"Infection and inflammatory reaction due to other vascular device, implant, and graft"
2772,C0260869,0,Observation following other accident
2773,C0155991,0,"Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, with obstruction"
2774,C0435337,0,"Open fracture of mandible, angle of jaw"
2775,C0160972,0,Crushing injury of scapular region
2776,C0155999,0,"Acute duodenal ulcer with hemorrhage and perforation, without mention of obstruction"
2777,C0274638,0,Poisoning by unspecified sedative or hypnotic
2778,C1532669,0,"Ventral, unspecified, hernia with obstruction"
2779,C0401080,0,"Inguinal hernia, with obstruction, without mention of gangrene, bilateral (not specified as recurrent)"
2780,C0157368,0,"Other injury to pelvic organs, delivered, with or without mention of antepartum condition"
2781,C0700503,0,Herpes zoster with meningitis
2782,C0392611,0,"Bimalleolar fracture, closed"
2783,C0267388,0,Ulcerative (chronic) enterocolitis
2784,C0160323,0,Unspecified injury of heart with open wound into thorax
2785,C0156055,0,"Chronic or unspecified gastrojejunal ulcer with hemorrhage, without mention of obstruction"
2786,C0153312,0,Toxoplasmosis of other specified sites
2787,C0019366,0,Herpes zoster without mention of complication
2788,C0156313,0,Other inflammatory disorders of male genital organs
2789,C0159330,0,"Closed fracture of mandible, symphysis of body"
2790,C2349800,0,"Other infusion and transfusion reaction, not elsewhere classified"
2791,C2349275,0,"Acute myeloid leukemia, without mention of having achieved remission"
2792,C1719538,0,Hypertrophy (benign) of prostate without urinary obstruction and other lower urinary tract symptom (LUTS)
2793,C0155879,0,Extrinsic asthma with status asthmaticus
2794,C0157953,0,"Osteoarthrosis, localized, not specified whether primary or secondary, lower leg"
2795,C0375153,0,Other specified hypoglycemia
2796,C0160458,0,Internal injury to unspecified or ill-defined organs with open wound into cavity
2797,C0302427,0,"Other infection due to medical care, not elsewhere classified"
2798,C0161463,0,Injury to other specified nerve(s) of shoulder girdle and upper limb
2799,C0152616,0,"Pulmonary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy"
2800,C0273182,0,"Injury to liver with open wound into cavity, laceration, major"
2801,C0159419,0,"Other open skull fracture with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
2802,C0700510,0,Diaphragmatic hernia with obstruction
2803,C0156077,0,"Alcoholic gastritis, without mention of hemorrhage"
2804,C2712977,0,Acute kidney failure with lesion of tubular necrosis
2805,C0435898,0,Closed fracture of upper end of fibula alone
2806,C0410420,0,"Chronic osteomyelitis, pelvic region and thigh"
2807,C0375006,0,Chronic viral hepatitis B without mention of hepatic coma without mention of hepatitis delta
2808,C0489981,0,Other staphylococcal septicemia
2809,C0160295,0,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
2810,C0435439,0,Closed fracture of T1-T6 level with complete lesion of cord
2811,C0158951,0,Fetal blood loss
2812,C0009045,0,Closed fracture of malar and maxillary bones
2813,C0159848,0,Other open fracture of lower end of femur
2814,C0161565,0,Poisoning by other sedatives and hypnotics
2815,C0019049,0,Hemoglobinuria due to hemolysis from external causes
2816,C0002946,0,Aneurysm NEC
2817,C0153956,0,Benign neoplasm of mediastinum
2818,C1719526,0,Mucositis (ulcerative) due to antineoplastic therapy
2819,C2349266,0,"Acute lymphoid leukemia, without mention of having achieved remission"
2820,C0159799,0,Open fracture of distal phalanx or phalanges of hand
2821,C0154276,0,Other selective immunoglobulin deficiencies
2822,C0375302,0,Atherosclerosis of autologous vein bypass graft of the extremities
2823,C0029870,0,Other ventral hernia without mention of obstruction or gangrene
2824,C0155706,0,Other bilateral bundle branch block
2825,C0375352,0,Other esophagitis
2826,C0375130,0,"Diabetes with renal manifestations, type II or unspecified type, not stated as uncontrolled"
2827,C0236127,0,Ulcer of esophagus with bleeding
2828,C0159814,0,Closed fracture of base of neck of femur
2829,C0156870,0,"Other cardiovascular diseases of mother, antepartum condition or complication"
2830,C0274338,0,"Mechanical complication of nervous system device, implant, and graft"
2831,C0302377,0,Viral pneumonia NEC
2832,C0153417,0,Malignant neoplasm of cardia
2833,C0878704,0,Ulcer of other part of lower limb
2834,C0695241,0,Other gastrostomy complications
2835,C0595943,0,"Urinary complications, not elsewhere classified"
2836,C1456265,0,Unspecified viral hepatitis C with hepatic coma
2837,C0346906,0,Malignant neoplasm of ventricles
2838,C0272752,0,Open fracture of unspecified part of neck of femur
2839,C0375086,0,"Hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites"
2840,C0159730,0,Closed fracture of shaft of radius with ulna
2841,C0029512,0,Other and unspecified noninfectious gastroenteritis and colitis
2842,C0161795,0,Other complications due to internal joint prosthesis
2843,C0159511,0,"Open fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
2844,C0029821,0,Other specified periodontal diseases
2845,C0160351,0,"Other injury to small intestine, without mention of open wound into cavity"
2846,C0159565,0,Closed fracture of C5-C7 level with unspecified spinal cord injury
2847,C0159465,0,"Closed fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
2848,C0490011,0,Other convulsions
2849,C0272181,0,Neutropenia due to infection
2850,C0375301,0,Atherosclerosis of unspecified bypass graft of the extremities
2851,C0157699,0,Cellulitis and abscess of upper arm and forearm
2852,C0161760,0,Mechanical complication due to heart valve prosthesis
2853,C0154533,0,"Cocaine abuse, continuous"
2854,C0154712,0,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, with intractable epilepsy"
2855,C0272609,0,Closed fracture of unspecified part of humerus
2856,C0859273,0,Spinal cord injury NOS
2857,C0161791,0,"Other complications due to renal dialysis device, implant, and graft"
2858,C0375281,0,Occlusion and stenosis of other specified precerebral artery without mention of cerebral infarction
2859,C0153250,0,Candidiasis of other urogenital sites
2860,C0038017,0,Spondylolisthesis
2861,C0160134,0,"Cortex (cerebral) contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
2862,C0157357,0,"Inversion of uterus, postpartum condition or complication"
2863,C1561677,0,Encounter for antineoplastic chemotherapy
2864,C0153978,0,Other benign neoplasm of connective and other soft tissue of abdomen
2865,C0159533,0,Closed fracture of first cervical vertebra
2866,C0273315,0,Open wound of back
2867,C0156133,0,Umbilical hernia with obstruction
2868,C0154413,0,"Major depressive affective disorder, recurrent episode, severe, specified as with psychotic behavior"
2869,C0159672,0,"Closed fracture of scapula, other"
2870,C0154138,0,Toxic diffuse goiter without mention of thyrotoxic crisis or storm
2871,C0160423,0,"Injury to kidney without mention of open wound into cavity, hematoma without rupture of capsule"
2872,C0154305,0,Other diseases of spleen
2873,C0159868,0,Open fracture of shaft of fibula with tibia
2874,C0157756,0,"Pyogenic arthritis, ankle and foot"
2875,C0032286,0,Pneumonia due to other specified bacteria
2876,C1261282,0,Complications of transplanted liver
2877,C0157351,0,"Rupture of uterus during labor, delivered, with or without mention of antepartum condition"
2878,C0153445,0,Malignant neoplasm of anal canal
2879,C0160340,0,Injury to other specified intrathoracic organs with open wound into cavity
2880,C1812624,0,"Alcohol abuse, continuous"
2881,C0686645,0,Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes
2882,C0154100,0,Neoplasm of uncertain behavior of retroperitoneum and peritoneum
2883,C0161609,0,Poisoning by other and unspecified agents primarily affecting the cardiovascular system
2884,C0156188,0,Angiodysplasia of intestine with hemorrhage
2885,C0155787,0,Unspecified hemorrhoids with other complication
2886,C0838227,0,"Pain in joint, lower leg"
2887,C0155797,0,Varices of other sites
2888,C0159416,0,"Other open skull fracture with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
