cui_code,icd_code1,category,icd_code2,title
C0177714,86.75,ICD9CM,8675,Revision of pedicle grft
C0177715,86.8,ICD9CM,868,Other repair and reconstruction of skin and subcutaneous tissue
C0177715,86.89,ICD9CM,8689,Other repair and reconstruction of skin and subcutaneous tissue
C0177715,86.89,ICD9CM,8689,Skin repair & plasty NEC
C0177716,86.84,ICD9CM,8684,Relaxation of scar or web contracture of skin
C0177716,86.84,ICD9CM,8684,Relaxation of scar
C0177717,86.9,ICD9CM,869,Other operations on skin and subcutaneous tissue
C0177717,86.99,ICD9CM,8699,Other operations on skin and subcutaneous tissue
C0177717,86.99,ICD9CM,8699,Skin & subq op NEC
C0177718,86.92,ICD9CM,8692,Electrolysis and other epilation of skin
C0177718,86.92,ICD9CM,8692,Epilation of skin
C0177719,87.04,ICD9CM,8704,Other tomography of head
C0177719,87.04,ICD9CM,8704,Head tomography NEC
C0177721,87.07,ICD9CM,8707,Contrast laryngogram
C0177721,87.07,ICD9CM,8707,Contrast laryngogram
C0177722,87.09,ICD9CM,8709,"Other soft tissue x-ray of face, head, and neck"
C0177722,87.09,ICD9CM,8709,Head soft tiss x-ray NEC
C0177723,87.1,ICD9CM,871,"Other x-ray of face, head, and neck"
C0177726,87.16,ICD9CM,8716,Other x-ray of facial bones
C0177726,87.16,ICD9CM,8716,Facial bone x-ray NEC
C0177727,87.22,ICD9CM,8722,Other x-ray of cervical spine
C0177727,87.22,ICD9CM,8722,Cervical spine x-ray NEC
C0177728,87.23,ICD9CM,8723,Other x-ray of thoracic spine
C0177728,87.23,ICD9CM,8723,Thoracic spine x-ray NEC
C0177729,87.24,ICD9CM,8724,Other x-ray of lumbosacral spine
C0177729,87.24,ICD9CM,8724,Lumbosac spine x-ray NEC
C0177730,87.29,ICD9CM,8729,Other x-ray of spine
C0177730,87.29,ICD9CM,8729,Spinal x-ray NEC
C0177732,87.35,ICD9CM,8735,Contrast radiogram of mammary ducts
C0177732,87.35,ICD9CM,8735,Contr mammary ductogram
C0177733,87.39,ICD9CM,8739,Other soft tissue x-ray of chest wall
C0177733,87.39,ICD9CM,8739,Thorax sft tiss xray NEC
C0177735,87.42,ICD9CM,8742,Other tomography of thorax
C0177735,87.42,ICD9CM,8742,Thoracic tomography NEC
C0177737,87.49,ICD9CM,8749,Other chest x-ray
C0177737,87.4,ICD9CM,874,Other x-ray of thorax
C0177737,87.49,ICD9CM,8749,Chest x-ray NEC
C0177738,87.5,ICD9CM,875,Biliary tract x-ray
C0177739,87.51,ICD9CM,8751,Percutaneous hepatic cholangiogram
C0177739,87.51,ICD9CM,8751,Perc hepat Cholangiogram
C0177740,87.59,ICD9CM,8759,Other biliary tract x-ray
C0177740,87.59,ICD9CM,8759,Biliary tract x-ray NEC
C0177741,87.6,ICD9CM,876,Other x-ray of digestive system
C0177742,87.65,ICD9CM,8765,Other x-ray of intestine
C0177742,87.65,ICD9CM,8765,Intestinal x-ray NEC
C0177743,87.69,ICD9CM,8769,Other digestive tract x-ray
C0177743,87.69,ICD9CM,8769,Digestive tract xray NEC
C0177745,87.72,ICD9CM,8772,Other nephrotomogram
C0177745,87.72,ICD9CM,8772,Nephrotomogram NEC
C0177746,87.75,ICD9CM,8775,Percutaneous pyelogram
C0177746,87.75,ICD9CM,8775,Percutaneous pyelogram
C0177747,87.77,ICD9CM,8777,Other cystogram
C0177747,87.77,ICD9CM,8777,Cystogram NEC
C0177749,87.79,ICD9CM,8779,Other x-ray of the urinary system
C0177749,87.79,ICD9CM,8779,Urinary system x-ray NEC
C0177750,87.82,ICD9CM,8782,Gas contrast hysterosalpingogram
C0177750,87.82,ICD9CM,8782,Gas hysterosalpingogram
C0177751,87.83,ICD9CM,8783,Opaque dye contrast hysterosalpingogram
C0177751,87.83,ICD9CM,8783,Dye hysterosalpingogram
C0177752,87.85,ICD9CM,8785,Other x-ray of fallopian tubes and uterus
C0177752,87.85,ICD9CM,8785,Tube & uterus x-ray NEC
C0177753,87.89,ICD9CM,8789,Other x-ray of female genital organs
C0177753,87.89,ICD9CM,8789,Female genital x-ray NEC
C0177754,87.9,ICD9CM,879,X-ray of male genital organs
C0177755,87.91,ICD9CM,8791,Contrast seminal vesiculogram
C0177755,87.91,ICD9CM,8791,Contr semin vesiculogram
C0177756,87.92,ICD9CM,8792,Other x-ray of prostate and seminal vesicles
C0177756,87.92,ICD9CM,8792,Prostat/sem ves xray NEC
C0177757,87.93,ICD9CM,8793,Contrast epididymogram
C0177757,87.93,ICD9CM,8793,Contrast epididymogram
C0177758,87.94,ICD9CM,8794,Contrast vasogram
C0177758,87.94,ICD9CM,8794,Contrast vasogram
C0177759,87.95,ICD9CM,8795,Other x-ray of epididymis and vas deferens
C0177759,87.95,ICD9CM,8795,Epididymis/vas x-ray NEC
C0177760,87.99,ICD9CM,8799,Other x-ray of male genital organs
C0177760,87.99,ICD9CM,8799,Male genital x-ray NEC
C0177761,88.0,ICD9CM,880,Soft tissue x-ray of abdomen
C0177762,88.02,ICD9CM,8802,Other abdomen tomography
C0177762,88.02,ICD9CM,8802,Abdominal tomography NEC
C0177763,88.09,ICD9CM,8809,Other soft tissue x-ray of abdominal wall
C0177763,88.09,ICD9CM,8809,Abdominal wall x-ray NEC
C0177764,88.11,ICD9CM,8811,Pelvic opaque dye contrast radiography
C0177764,88.11,ICD9CM,8811,Pelvic dye contrast xray
C0177766,88.13,ICD9CM,8813,Other peritoneal pneumogram
C0177766,88.13,ICD9CM,8813,Periton pneumogram NEC
C0177767,88.15,ICD9CM,8815,Retroperitoneal pneumogram
C0177767,88.15,ICD9CM,8815,Retroperiton pneumogram
C0177768,88.16,ICD9CM,8816,Other retroperitoneal x-ray
C0177768,88.16,ICD9CM,8816,Retroperitoneal xray NEC
C0177769,88.2,ICD9CM,882,Skeletal x-ray of extremities and pelvis
C0177770,88.21,ICD9CM,8821,Skeletal x-ray of shoulder and upper arm
C0177770,88.21,ICD9CM,8821,Skl xray-shoulder/up arm
C0177771,88.26,ICD9CM,8826,Other skeletal x-ray of pelvis and hip
C0177771,88.26,ICD9CM,8826,Skel xray-pelvis/hip NEC
C0177772,88.27,ICD9CM,8827,"Skeletal x-ray of thigh, knee, and lower leg"
C0177772,88.27,ICD9CM,8827,Skel xray-thigh/knee/leg
C0177773,88.3,ICD9CM,883,Other x-ray
C0177774,88.33,ICD9CM,8833,Other skeletal x-ray
C0177774,88.33,ICD9CM,8833,Other skeletal x-ray
C0177776,88.35,ICD9CM,8835,Other soft tissue x-ray of upper limb
C0177776,88.35,ICD9CM,8835,Up limb sft tis xray NEC
C0177778,88.37,ICD9CM,8837,Other soft tissue x-ray of lower limb
C0177778,88.37,ICD9CM,8837,Lo limb sft tis xray NEC
C0177779,88.38,ICD9CM,8838,Other computerized axial tomography
C0177779,88.38,ICD9CM,8838,Other C.A.T. scan
C0177780,88.44,ICD9CM,8844,Arteriography of other intrathoracic vessels
C0177780,88.44,ICD9CM,8844,Contr thor arteriogr NEC
C0177782,88.47,ICD9CM,8847,Arteriography of other intra-abdominal arteries
C0177782,88.47,ICD9CM,8847,Contr abd arteriogrm NEC
C0177783,88.48,ICD9CM,8848,Arteriography of femoral and other lower extremity arteries
C0177783,88.48,ICD9CM,8848,Contrast arteriogram-leg
C0177784,88.49,ICD9CM,8849,Arteriography of other specified sites
C0177784,88.49,ICD9CM,8849,Contrast arteriogram NEC
C0177785,88.5,ICD9CM,885,Angiocardiography using contrast material
C0177789,88.57,ICD9CM,8857,Other and unspecified coronary arteriography
C0177789,88.57,ICD9CM,8857,Coronary arteriogram NEC
C0177790,88.61,ICD9CM,8861,Phlebography of veins of head and neck using contrast material
C0177790,88.61,ICD9CM,8861,Contr phlebogram-hd/neck
C0177791,88.62,ICD9CM,8862,Phlebography of pulmonary veins using contrast material
C0177791,88.62,ICD9CM,8862,Contr phlebogram-pulmon
C0177792,88.63,ICD9CM,8863,Phlebography of other intrathoracic veins using contrast material
C0177792,88.63,ICD9CM,8863,Thorac contr phlebog NEC
C0177793,88.64,ICD9CM,8864,Phlebography of the portal venous system using contrast material
C0177793,88.64,ICD9CM,8864,Portal contr phlebogram
C0177794,88.65,ICD9CM,8865,Phlebography of other Intra-Abdominal veins using contrast material
C0177794,88.65,ICD9CM,8865,Abd contr phlebogram NEC
C0177795,88.66,ICD9CM,8866,Phlebography of femoral and other lower extremity veins using contrast material
C0177795,88.66,ICD9CM,8866,Contrast phlebogram-leg
C0177796,88.67,ICD9CM,8867,Phlebography of other specified sites using contrast material
C0177796,88.67,ICD9CM,8867,Contrast phlebogram NEC
C0177800,88.79,ICD9CM,8879,Other diagnostic ultrasound
C0177800,88.79,ICD9CM,8879,Dx ultrasound NEC
C0177801,88.9,ICD9CM,889,Other diagnostic imaging
C0177804,88.98,ICD9CM,8898,Bone mineral density
C0177804,88.98,ICD9CM,8898,Bone mineral density studies
C0177805,89.0,ICD9CM,890,"Diagnostic interview, consultation, and evaluation"
C0177806,89.01,ICD9CM,8901,"Interview and evaluation, described as brief"
C0177806,89.01,ICD9CM,8901,Brief interview & evalua
C0177807,89.02,ICD9CM,8902,"Interview and evaluation, described as limited"
C0177807,89.02,ICD9CM,8902,Limited interview/evalua
C0177808,89.03,ICD9CM,8903,"Interview and evaluation, described as comprehensive"
C0177808,89.03,ICD9CM,8903,Comprehen interview/eval
C0177809,89.04,ICD9CM,8904,Other interview and evaluation
C0177809,89.04,ICD9CM,8904,Interview & evaluat NEC
C0177812,89.08,ICD9CM,8908,Other consultation
C0177812,89.08,ICD9CM,8908,Consultation NEC
C0177813,89.1,ICD9CM,891,Anatomic and physiologic measurements and manual examinations -- nervous system and sense organs
C0177814,89.15,ICD9CM,8915,Other nonoperative neurologic function tests
C0177814,89.15,ICD9CM,8915,Neurologic func test NEC
C0177815,89.18,ICD9CM,8918,Other sleep disorder function tests
C0177815,89.18,ICD9CM,8918,Oth sleep dis funct test
C0177816,89.2,ICD9CM,892,Anatomic and physiologic measurements and manual examinations -- genitourinary system
C0177820,89.29,ICD9CM,8929,Other nonoperative genitourinary system measurements
C0177820,89.29,ICD9CM,8929,Other gu system exams
C0177821,89.3,ICD9CM,893,Other anatomic and physiologic measurements and manual examinations
C0177823,89.44,ICD9CM,8944,Other cardiovascular stress test
C0177823,89.44,ICD9CM,8944,Cardiac stress test NEC
C0177826,89.48,ICD9CM,8948,Artificial pacemaker voltage or amperage threshold check
C0177826,89.48,ICD9CM,8948,Pacemaker volt threshold
C0177828,89.5,ICD9CM,895,Other nonoperative cardiac and vascular diagnostic procedures
C0177829,89.50,ICD9CM,8950,Ambulatory cardiac monitoring
C0177829,89.50,ICD9CM,8950,Ambu cardiac monitoring
C0177831,89.54,ICD9CM,8954,Electrographic monitoring
C0177831,89.54,ICD9CM,8954,Electrocardiograph monit
C0177834,89.66,ICD9CM,8966,Measurement of mixed venous blood gases
C0177834,89.66,ICD9CM,8966,Mix venous bld gas meas
C0177836,90.0,ICD9CM,900,Microscopic examination of specimen from nervous system and of spinal fluid
C0177837,90.01,ICD9CM,9001,"Microscopic examination of specimen from nervous system and of spinal fluid, bacterial smear"
C0177837,90.01,ICD9CM,9001,Bact smear-nervous syst
C0177838,90.02,ICD9CM,9002,"Microscopic examination of specimen from nervous system and of spinal fluid, culture"
C0177838,90.02,ICD9CM,9002,Culture-nervous syst
C0177839,90.03,ICD9CM,9003,"Microscopic examination of specimen from nervous system and of spinal fluid, culture and sensitivity"
C0177839,90.03,ICD9CM,9003,C & s-nervous syst
C0177840,90.04,ICD9CM,9004,"Microscopic examination of specimen from nervous system and of spinal fluid, parasitology"
C0177840,90.04,ICD9CM,9004,Parasitology-nerv syst
C0177841,90.05,ICD9CM,9005,"Microscopic examination of specimen from nervous system and of spinal fluid, toxicology"
C0177841,90.05,ICD9CM,9005,Toxicology-nervous syst
C0177842,90.06,ICD9CM,9006,"Microscopic examination of specimen from nervous system and of spinal fluid, cell block and Papanicolaou smear"
C0177842,90.06,ICD9CM,9006,Cell blk/pap-nervous sys
C0177843,90.09,ICD9CM,9009,"Microscopic examination of specimen from nervous system and of spinal fluid, other microscopic examination"
C0177843,90.09,ICD9CM,9009,Micro exam-nervous NEC
C0177850,90.16,ICD9CM,9016,"Microscopic examination of specimen from endocrine gland, not elsewhere classified, cell block and Papanicolaou smear"
C0177850,90.16,ICD9CM,9016,Cell block/pap-endocrine
C0177852,90.2,ICD9CM,902,Microscopic examination of specimen from eye
C0177853,90.21,ICD9CM,9021,"Microscopic examination of specimen from eye, bacterial smear"
C0177853,90.21,ICD9CM,9021,Bact smear-eye
C0177855,90.23,ICD9CM,9023,"Microscopic examination of specimen from eye, culture and sensitivity"
C0177855,90.23,ICD9CM,9023,C & s-eye
C0177856,90.24,ICD9CM,9024,"Microscopic examination of specimen from eye, parasitology"
C0177856,90.24,ICD9CM,9024,Parasitology-eye
C0177857,90.25,ICD9CM,9025,"Microscopic examination of specimen from eye, toxicology"
C0177857,90.25,ICD9CM,9025,Toxicology-eye
C0177858,90.26,ICD9CM,9026,"Microscopic examination of specimen from eye, cell block and Papanicolaou smear"
C0177858,90.26,ICD9CM,9026,Cell block/pap-eye
C0177859,90.29,ICD9CM,9029,"Microscopic examination of specimen from eye, other microscopic examination"
C0177859,90.29,ICD9CM,9029,Micro exam-eye NEC
C0177860,90.3,ICD9CM,903,"Microscopic examination of specimen from ear, nose, throat, and larynx"
C0177861,90.31,ICD9CM,9031,"Microscopic examination of specimen from ear, nose, throat, and larynx, bacterial smear"
C0177861,90.31,ICD9CM,9031,Bact smear-ent/larynx
C0177862,90.32,ICD9CM,9032,"Microscopic examination of specimen from ear, nose, throat, and larynx, culture"
C0177862,90.32,ICD9CM,9032,Culture-ent/larynx
C0177863,90.33,ICD9CM,9033,"Microscopic examination of specimen from ear, nose, throat, and larynx, culture and sensitivity"
C0177863,90.33,ICD9CM,9033,C & s-ent/larynx
C0177864,90.34,ICD9CM,9034,"Microscopic examination of specimen from ear, nose, throat, and larynx, parasitology"
C0177864,90.34,ICD9CM,9034,Parasitology-ent/larynx
C0177865,90.35,ICD9CM,9035,"Microscopic examination of specimen from ear, nose, throat, and larynx, toxicology"
C0177865,90.35,ICD9CM,9035,Toxicology-ent/larynx
C0177866,90.36,ICD9CM,9036,"Microscopic examination of specimen from ear, nose, throat, and larynx, cell block and Papanicolaou smear"
C0177866,90.36,ICD9CM,9036,Cell block/pap-ent/laryn
C0177867,90.39,ICD9CM,9039,"Microscopic examination of specimen from ear, nose, throat, and larynx, other microscopic examination"
C0177867,90.39,ICD9CM,9039,Micro exam-ent/laryn NEC
C0177868,90.4,ICD9CM,904,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum"
C0177869,90.41,ICD9CM,9041,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, bacterial smear"
C0177869,90.41,ICD9CM,9041,Bact smear-lower resp
C0177870,90.42,ICD9CM,9042,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, culture"
C0177870,90.42,ICD9CM,9042,Culture-lower resp
C0177871,90.43,ICD9CM,9043,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, culture and sensitivity"
C0177871,90.43,ICD9CM,9043,C & s-lower resp
C0177872,90.44,ICD9CM,9044,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, parasitology"
C0177872,90.44,ICD9CM,9044,Parasitology-lower resp
C0177873,90.45,ICD9CM,9045,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, toxicology"
C0177873,90.45,ICD9CM,9045,Toxicology-lower resp
C0177874,90.46,ICD9CM,9046,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, cell block and Papanicolaou smear"
C0177874,90.46,ICD9CM,9046,Cell block/pap-lowr resp
C0177875,90.49,ICD9CM,9049,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, other microscopic examination"
C0177875,90.49,ICD9CM,9049,Micro exam-lowr resp NEC
C0177876,90.5,ICD9CM,905,Microscopic examination of blood
C0177877,90.51,ICD9CM,9051,"Microscopic examination of blood, bacterial smear"
C0177877,90.51,ICD9CM,9051,Bact smear-blood
C0177879,90.53,ICD9CM,9053,"Microscopic examination of blood, culture and sensitivity"
C0177879,90.53,ICD9CM,9053,C & s-blood
C0177880,90.54,ICD9CM,9054,"Microscopic examination of blood, parasitology"
C0177880,90.54,ICD9CM,9054,Parasitology-blood
C0177881,90.55,ICD9CM,9055,Toxicology-blood
C0177881,90.55,ICD9CM,9055,"Microscopic examination of blood, toxicology"
C0177882,90.56,ICD9CM,9056,"Microscopic examination of blood, cell block and Papanicolaou smear"
C0177882,90.56,ICD9CM,9056,Cell block/pap-blood
C0177883,90.59,ICD9CM,9059,"Microscopic examination of blood, other microscopic examination"
C0177883,90.59,ICD9CM,9059,Micro exam-blood NEC
C0177884,90.6,ICD9CM,906,Microscopic examination of specimen from spleen and of bone marrow
C0177885,90.61,ICD9CM,9061,"Microscopic examination of specimen from spleen and of bone marrow, bacterial smear"
C0177885,90.61,ICD9CM,9061,Bact smear-spleen/marrow
C0177886,90.62,ICD9CM,9062,"Microscopic examination of specimen from spleen and of bone marrow, culture"
C0177886,90.62,ICD9CM,9062,Culture-spleen/marrow
C0177887,90.63,ICD9CM,9063,"Microscopic examination of specimen from spleen and of bone marrow, culture and sensitivity"
C0177887,90.63,ICD9CM,9063,C & s-spleen/marrow
C0177888,90.64,ICD9CM,9064,"Microscopic examination of specimen from spleen and of bone marrow, parasitology"
C0177888,90.64,ICD9CM,9064,Parasitol-spleen/marrow
C0177889,90.65,ICD9CM,9065,"Microscopic examination of specimen from spleen and of bone marrow, toxicology"
C0177889,90.65,ICD9CM,9065,Toxicology-spleen/marrow
C0177890,90.66,ICD9CM,9066,"Microscopic examination of specimen from spleen and of bone marrow, cell block and Papanicolaou smear"
C0177890,90.66,ICD9CM,9066,Cell blk/pap-spleen/marr
C0177891,90.69,ICD9CM,9069,"Microscopic examination of specimen from spleen and of bone marrow, other microscopic examination"
C0177891,90.69,ICD9CM,9069,Micro exam-spln/marr NEC
C0177892,90.7,ICD9CM,907,Microscopic examination of specimen from lymph node and of lymph
C0177893,90.71,ICD9CM,9071,"Microscopic examination of specimen from lymph node and of lymph, bacterial smear"
C0177893,90.71,ICD9CM,9071,Bact smear-lymph system
C0177894,90.72,ICD9CM,9072,"Microscopic examination of specimen from lymph node and of lymph, culture"
C0177894,90.72,ICD9CM,9072,Culture-lymph system
C0177895,90.73,ICD9CM,9073,"Microscopic examination of specimen from lymph node and of lymph, culture and sensitivity"
C0177895,90.73,ICD9CM,9073,C & s-lymph system
C0177896,90.74,ICD9CM,9074,"Microscopic examination of specimen from lymph node and of lymph, parasitology"
C0177896,90.74,ICD9CM,9074,Parasitology-lymph sys
C0177897,90.75,ICD9CM,9075,"Microscopic examination of specimen from lymph node and of lymph, toxicology"
C0177897,90.75,ICD9CM,9075,Toxicology-lymph system
C0177898,90.76,ICD9CM,9076,"Microscopic examination of specimen from lymph node and of lymph, cell block and Papanicolaou smear"
C0177898,90.76,ICD9CM,9076,Cell blk/pap-lymph sys
C0177899,90.79,ICD9CM,9079,"Microscopic examination of specimen from lymph node and of lymph, other microscopic examination"
C0177899,90.79,ICD9CM,9079,Micro exam-lymph sys NEC
C0177900,90.8,ICD9CM,908,Microscopic examination of specimen from upper gastrointestinal tract and of vomitus
C0177901,90.81,ICD9CM,9081,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, bacterial smear"
C0177901,90.81,ICD9CM,9081,Bact smear-upper GI
C0177902,90.82,ICD9CM,9082,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, culture"
C0177902,90.82,ICD9CM,9082,Culture-upper GI
C0177903,90.83,ICD9CM,9083,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, culture and sensitivity"
C0177903,90.83,ICD9CM,9083,C & s-upper GI
C0177904,90.84,ICD9CM,9084,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, parasitology"
C0177904,90.84,ICD9CM,9084,Parasitology-upper GI
C0177905,90.85,ICD9CM,9085,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, toxicology"
C0177905,90.85,ICD9CM,9085,Toxicology-upper GI
C0177906,90.86,ICD9CM,9086,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, cell block and Papanicolaou smear"
