QueryID	PMID	ABSTRACT	SCORE	CONCEPTS
67	15258689	"Tuberculous pericardial effusion: features, tamponade, and computed tomography."	79.83758	"{""C0497156"": [""adenopathy"", [""T047""]], ""C1253937"": [""pericardial effusion"", [""T031""]], ""C0191234"": [""pericardiocentesis"", [""T061""]], ""C0031042"": [""pericardiectomy"", [""T061""]], ""C0041296"": [""tuberculosis"", [""T047""]], ""C0040405"": [""tomography"", [""T060""]], ""C0579016"": [""tamponade"", [""T061""]], ""C0332218"": [""difficult"", [""T033""]], ""C0013687"": [""effusion"", [""T046""]], ""C0037296"": [""skin test"", [""T060""]], ""C0018188"": [""granuloma"", [""T046""]], ""C0030705"": [""patients"", [""T101""]], ""C2347026"": [""specimen"", [""T031""]], ""C1446409"": [""positive"", [""T033""]], ""C0087111"": [""treatments"", [""T061""]], ""C0013404"": [""dyspnea"", [""T184""]], ""C0150312"": [""present"", [""T033""]], ""C5238829"": [""Others"", [""T033""]], ""C0220797"": [""biopsy"", [""T033""]], ""C0024202"": [""lymph"", [""T031""]], ""C0424755"": [""Fever"", [""T033""]], ""C1706277"": [""None"", [""T033""]], ""C0232267"": [""pericardial rub"", [""T033""]], ""C0203378"": [""3d echocardiography"", [""T060""]], ""C0343029"": [""Tuberculid"", [""T047""]], ""C4032686"": [""No complication"", [""T033""]], ""C0265124"": [""Pyopericardium"", [""T047""]], ""C0012634"": [""Diagnosis"", [""T047""]], ""C0041327"": [""Pulmonary tuberculosis"", [""T047""]], ""C3177142"": [""Main presenting symptom"", [""T184""]], ""C0041322"": [""eye tuberculosis"", [""T047""]], ""C2239193"": [""controll"", [""T033""]], ""C5238761"": [""Symptoms"", [""T184""]], ""C1293134"": [""Enlarged"", [""T061""]]}"
68	15144915	Cases from the Osler Medical Service at Johns Hopkins University.	79.75388	"{""C0750426"": [""elevated white blood cell count"", [""T033""]], ""C0264912"": [""left anterior fascicular block"", [""T047""]], ""C0149721"": [""left ventricular hypertrophy"", [""T047""]], ""C0003506"": [""aortic valve replacement"", [""T061""]], ""C0235592"": [""cervical lymphadenopathy"", [""T047""]], ""C0694547"": [""systolic ejection murmur"", [""T033""]], ""C0027853"": [""neurological examination"", [""T060""]], ""C0022661"": [""end-stage renal disease"", [""T047""]], ""C0010054"": [""coronary artery disease"", [""T047""]], ""C0428897"": [""jugular venous pressure"", [""T033""]], ""C0600061"": [""serum creatinine level"", [""T033""]], ""C0004245"": [""atrioventricular block"", [""T047""]], ""C1318973"": [""Staphylococcus aureus"", [""T047""]], ""C0231807"": [""dyspnea on exertion"", [""T184""]], ""C0232258"": [""holosystolic murmur"", [""T033""]], ""C0232202"": [""normal sinus rhythm"", [""T033""]], ""C0007430"": [""catheter insertion"", [""T061""]], ""C0013798"": [""electrocardiogram"", [""T060""]], ""C0262926"": [""medical history"", [""T033""]], ""C0003507"": [""aortic stenosis"", [""T047""]], ""C1272641"": [""blood pressure"", [""T033""]], ""C0085593"": [""chills"", [""T184""]], ""C0019004"": [""hemodialysis"", [""T061""]], ""C0008031"": [""chest pain"", [""T184""]], ""C1306645"": [""radiograph"", [""T060""]], ""C0332448"": [""infiltrate"", [""T046""]], ""C4551529"": [""dialysis"", [""T061""]], ""C0262512"": [""history"", [""T033""]], ""C0231218"": [""malaise"", [""T184""]], ""C0030705"": [""patient"", [""T101""]], ""C0871269"": [""rhythm"", [""T033""]], ""C0015967"": [""fever"", [""T184""]], ""C0028754"": [""obese"", [""T047""]], ""C0034642"": [""rales"", [""T033""]], ""C0239110"": [""alert"", [""T033""]], ""C0005768"": [""blood"", [""T031""]], ""C0030193"": [""pain"", [""T184""]], ""C0024115"": [""Lung"", [""T047""]], ""C0034161"": [""pus"", [""T031""]], ""C0562238"": [""examination of abdomen"", [""T060""]], ""C4697772"": [""Bioprosthetic"", [""T033""]], ""C3845714"": [""Several days"", [""T033""]], ""C5238722"": [""Left axilla"", [""T033""]], ""C0746961"": [""Desaturation"", [""T033""]], ""C0743330"": [""shortness of breath rest"", [""T033""]], ""C2973270"": [""Annual physical examination"", [""T061""]], ""C0012634"": [""Diagnosis"", [""T047""]], ""C0332534"": [""Induration"", [""T046""]], ""C0263426"": [""ulerythema"", [""T047""]], ""C1277077"": [""Irradiated"", [""T031""]], ""C0423899"": [""bright"", [""T033""]], ""C3845990"": [""No heart rate"", [""T033""]], ""C1961028"": [""Oriented"", [""T033""]], ""C4533677"": [""at admission"", [""T033""]]}"
69	24580064	Chronic hematuria and abdominal pain.	79.61581	"{""C0412620"": [""CT of abdomen"", [""T060""]], ""C0740858"": [""substance abuse"", [""T048""]], ""C0234233"": [""tenderness"", [""T184""]], ""C2745965"": [""Emergency"", [""T046""]], ""C1509143"": [""Physical"", [""T033""]], ""C0262512"": [""history"", [""T033""]], ""C0023895"": [""Liver"", [""T047""]], ""C0005768"": [""blood"", [""T031""]], ""C0030193"": [""pain"", [""T184""]], ""C0235299"": [""right upper quadrant pain"", [""T184""]], ""C0332534"": [""Induration"", [""T046""]], ""C0449900"": [""contrasted"", [""T060""]], ""C0423899"": [""bright"", [""T033""]], ""C0150312"": [""present"", [""T033""]], ""C0024119"": [""lung function tests"", [""T060""]], ""C1858397"": [""No hematuria"", [""T033""]]}"
70	32252934	A 21-Year-Old Immune-Competent Man With Recurrent Cough.	79.51156	"{""C4733148"": [""transbronchial needle aspiration"", [""T060""]], ""C0151683"": [""high neutrophil count"", [""T033""]], ""C0850149"": [""nonproductive cough"", [""T184""]], ""C0236003"": [""mucosal swelling"", [""T046""]], ""C0262926"": [""medical history"", [""T033""]], ""C0028081"": [""night sweats"", [""T184""]], ""C0006290"": [""Bronchoscopy"", [""T060""]], ""C0008031"": [""chest pain"", [""T184""]], ""C0019079"": [""hemoptysis"", [""T184""]], ""C0700148"": [""congestion"", [""T046""]], ""C0037296"": [""skin test"", [""T060""]], ""C0036537"": [""secretion"", [""T031""]], ""C1446409"": [""positive"", [""T033""]], ""C0205160"": [""negative"", [""T033""]], ""C0184511"": [""improved"", [""T033""]], ""C0013404"": [""dyspnea"", [""T184""]], ""C0030705"": [""patient"", [""T101""]], ""C0040405"": [""CT scan"", [""T060""]], ""C0302133"": [""mottled"", [""T033""]], ""C0087111"": [""therapy"", [""T061""]], ""C0682187"": [""College"", [""T033""]], ""C0015967"": [""fevers"", [""T184""]], ""C0085593"": [""chills"", [""T184""]], ""C0220797"": [""biopsy"", [""T033""]], ""C0024202"": [""lymph"", [""T031""]], ""C0444186"": [""smear"", [""T060""]], ""C0041618"": [""ultrasounds"", [""T060""]], ""C0151632"": [""High erythrocyte sedimentation rate"", [""T033""]], ""C0425293"": [""Never smoked"", [""T033""]], ""C0424641"": [""height loss"", [""T033""]], ""C5238709"": [""Nonspecific"", [""T033""]], ""C1550618"": [""Bronchial"", [""T031""]], ""C0423899"": [""bright"", [""T033""]], ""C0687152"": [""coughs"", [""T033""]], ""C0150312"": [""present"", [""T033""]], ""C0729233"": [""Thoracic"", [""T047""]], ""C1293134"": [""Enlarged"", [""T061""]], ""C0151799"": [""Necrosis"", [""T046""]], ""C3843399"": [""1-4 months"", [""T033""]]}"
71	28043582	Mediastinal lymphadenopathy in pediatric tuberculosis in computed tomography scan.	79.50361	"{""C0520743"": [""mediastinal lymphadenopathy"", [""T047""]], ""C0581385"": [""lymph node calcification"", [""T046""]], ""C0948192"": [""primary infection"", [""T047""]], ""C0497156"": [""lymphadenopathies"", [""T047""]], ""C0032227"": [""pleural effusions"", [""T047""]], ""C0149711"": [""hilar adenopathy"", [""T047""]], ""C4282165"": [""lymphadenopathy"", [""T184""]], ""C0040405"": [""CT scan"", [""T060""]], ""C4263551"": [""Pediatric"", [""T060""]], ""C0031059"": [""Perilymph"", [""T031""]], ""C0202823"": [""Chest CT"", [""T060""]], ""C0442726"": [""detected"", [""T033""]], ""C0460139"": [""pressure"", [""T033""]], ""C0441633"": [""scan"", [""T060""]], ""C0024202"": [""lymph"", [""T031""]], ""C0024115"": [""Lung"", [""T047""]], ""C1519787"": [""Undifferentiated"", [""T191""]], ""C0035648"": [""risk characteristics"", [""T033""]], ""C5238767"": [""No involvement"", [""T033""]], ""C1705236"": [""Deviation"", [""T033""]], ""C1550618"": [""Bronchial"", [""T031""]], ""C1549114"": [""Unreported"", [""T033""]], ""C0423899"": [""bright"", [""T033""]], ""C0041322"": [""eye tuberculosis"", [""T047""]], ""C0220644"": [""childhood HD"", [""T191""]]}"
72	34433526	Intestinal obstruction caused by encircling fallopian tube.	79.16371	"{""C1619634"": [""erythrocyte sedimentation rate"", [""T034""]], ""C0235329"": [""small bowel obstruction"", [""T047""]], ""C0036132"": [""salpingo-oophorectomy"", [""T061""]], ""C0000731"": [""distended abdomen"", [""T033""]], ""C0015556"": [""fallopian tube"", [""T047""]], ""C0227327"": [""terminal ileum"", [""T029""]], ""C0232693"": [""bowel sounds"", [""T033""]], ""C0031809"": [""examination"", [""T058""]], ""C0085973"": [""case report"", [""T170""]], ""C0007584"": [""cell count"", [""T059""]], ""C1546399"": [""emergency"", [""T033""]], ""C0000726"": [""abdominal"", [""T029""]], ""C1704324"": [""Published"", [""T170""]], ""C0184666"": [""admitted"", [""T058""]], ""C0543467"": [""surgery"", [""T061""]], ""C0262512"": [""history"", [""T033""]], ""C0040405"": [""CT scan"", [""T060""]], ""C0233820"": [""insight"", [""T041""]], ""C0680255"": [""release"", [""T058""]], ""C2674459"": [""Limited"", [""T033""]], ""C1553386"": [""normal"", [""T170""]], ""C0178913"": [""Blood"", [""T031""]], ""C0392366"": [""tests"", [""T170""]], ""C0021853"": [""bowel"", [""T023""]], ""C1561557"": [""Group"", [""T031""]], ""C1561543"": [""year"", [""T170""]], ""C1561540"": [""week"", [""T170""]], ""C0030193"": [""pain"", [""T184""]], ""C0680536"": [""commercials"", [""T170""]], ""C4072741"": [""Intravenous contrast"", [""T130""]], ""C3641755"": [""Constipation"", [""T170""]], ""C1261259"": [""wrights"", [""T130"", ""T109""]], ""C3714614"": [""Distension"", [""T033""]], ""C0041325"": [""peritonitis tb"", [""T047""]], ""C0423899"": [""bright"", [""T033""]], ""C4697740"": [""Not demonstrated"", [""T033""]], ""C3898969"": [""Vomiting"", [""T170""]], ""C4084898"": [""Sluggish"", [""T170""]], ""C1315013"": [""Clinical"", [""T170""]], ""C0018609"": [""h disease"", [""T047""]], ""C1524004"": [""Permission"", [""T170""]], ""C0151576"": [""increased ck"", [""T033""]]}"
73	26489148	[A HEALTHY ADULT WITH DISSEMINATED NONTUBERCULOUS MYCOBACTERIAL INFECTION WITH MULTIPLE BONE LESIONS].	78.99204	"{""C4282165"": [""enlarged lymph nodes"", [""T184""]], ""C0085393"": [""immunocompromised"", [""T033""]], ""C0149777"": [""skin abscess"", [""T046""]], ""C0024031"": [""low back pain"", [""T184""]], ""C0225778"": [""pleural fluid"", [""T031""]], ""C0686750"": [""healthy adult"", [""T033""]], ""C0238792"": [""bone lesions"", [""T047""]], ""C0040405"": [""tomography"", [""T060""]], ""C0011900"": [""diagnosed"", [""T060""]], ""C0013404"": [""dyspnea"", [""T184""]], ""C0221423"": [""illness"", [""T184""]], ""C0038056"": [""sputum"", [""T031""]], ""C2347026"": [""sample"", [""T031""]], ""C0015967"": [""fever"", [""T184""]], ""C0024202"": [""lymph"", [""T031""]], ""C0577559"": [""mass"", [""T033""]], ""C5139240"": [""Disseminated nontuberculous mycobacterial infection"", [""T047""]], ""C1855575"": [""Very rare"", [""T033""]], ""C0423899"": [""bright"", [""T033""]], ""C1947901"": [""disease progression"", [""T046""]], ""C0332155"": [""untreated"", [""T033""]]}"
74	16036536	Recurrent cholangitis associated with biliary sludge and Phrygian cap anomaly diagnosed by magnetic resonance imaging and magnetic resonance cholangiopancreatography despite normal ultrasound and computed tomography.	78.897026	"{""C2348813"": [""Abdominal ultrasound"", [""T060""]], ""C0239574"": [""Low-grade fever"", [""T033""]], ""C0282074"": [""biliary sludge"", [""T047""]], ""C0008311"": [""cholangitis"", [""T047""]], ""C0743973"": [""high fever"", [""T033""]], ""C0040405"": [""CT scan"", [""T060""]], ""C0042384"": [""vasculitis"", [""T047""]], ""C0205400"": [""thickening"", [""T033""]], ""C0038999"": [""swollen"", [""T033""]], ""C0231881"": [""resonance"", [""T033""]], ""C0205082"": [""severely"", [""T033""]], ""C0262512"": [""history"", [""T033""]], ""C0030193"": [""pain"", [""T184""]], ""C0221198"": [""lesions"", [""T033""]], ""C1304680"": [""attack"", [""T033""]], ""C0030705"": [""patient"", [""T101""]], ""C0079595"": [""imaging"", [""T060""]], ""C0005558"": [""Biopsy"", [""T060""]], ""C0027497"": [""nausea"", [""T184""]], ""C0856825"": [""Acute"", [""T047""]], ""C0441633"": [""scans"", [""T060""]], ""C0005768"": [""blood"", [""T031""]], ""C0229671"": [""serum"", [""T031""]], ""C0087111"": [""treatments"", [""T061""]], ""C5238667"": [""Intermittent"", [""T033""]], ""C1963198"": [""Pancreatitis"", [""T033""]], ""C0235299"": [""right upper quadrant pain"", [""T184""]], ""C1514893"": [""Resolution"", [""T046""]], ""C3809765"": [""No abnormality"", [""T033""]], ""C0153452"": [""gallbladder ca"", [""T191""]], ""C0438235"": [""Normal liver function tests"", [""T033""]], ""C5238864"": [""Rheumatological"", [""T033""]], ""C0150312"": [""present"", [""T033""]], ""C4283785"": [""Complete"", [""T033""]], ""C1854293"": [""Iterations"", [""T033""]], ""C1444662"": [""Discontinued"", [""T033""]]}"
75	10342654	Edwardsiella tarda bacteraemia--complicated by acute pancreatitis and pyomyoma.	78.85366	"{""C0238552"": [""left upper quadrant pain"", [""T184""]], ""C0036132"": [""salpingo-oophorectomy"", [""T061""]], ""C0001339"": [""acute pancreatitis"", [""T047""]], ""C0338237"": [""antibiotic therapy"", [""T061""]], ""C0234246"": [""rebound tenderness"", [""T184""]], ""C0677962"": [""total hysterectomy"", [""T061""]], ""C1115804"": [""patient recovered"", [""T033""]], ""C0728993"": [""vaginal spotting"", [""T033""]], ""C0267869"": [""biliary stones"", [""T031""]], ""C0042133"": [""uterine myoma"", [""T191""]], ""C0004610"": [""bacteraemia"", [""T047""]], ""C0040405"": [""CT scan"", [""T060""]], ""C2364135"": [""discomfort"", [""T184""]], ""C0021308"": [""infarction"", [""T046""]], ""C1546399"": [""emergency"", [""T033""]], ""C0011991"": [""diarrhoea"", [""T184""]], ""C0042963"": [""vomiting"", [""T184""]], ""C0030705"": [""patient"", [""T101""]], ""C0000833"": [""abscess"", [""T047""]], ""C0424755"": [""Fever"", [""T033""]], ""C0005768"": [""blood"", [""T031""]], ""C0441633"": [""scan"", [""T060""]], ""C0030193"": [""pain"", [""T184""]], ""C1578513"": [""new"", [""T033""]], ""C0600083"": [""discharge"", [""T031""]], ""C0424818"": [""gland symptoms"", [""T184""]], ""C1306232"": [""severed"", [""T061""]], ""C0442743"": [""noninflammatory"", [""T033""]], ""C1293134"": [""Enlarged"", [""T061""]], ""C0151799"": [""Necrosis"", [""T046""]], ""C0751437"": [""Anterior"", [""T047""]], ""C4533677"": [""at admission"", [""T033""]], ""C0000768"": [""malformation"", [""T019""]]}"
76	32337111	The Difficulty of Diagnosing Kikuchi-Fujimoto Disease in Infants and Children Under Six Years Old: Case Report and Literature Review.	78.755905	"{""C0476486"": [""generalized lymphadenopathy"", [""T033""]], ""C0235592"": [""cervical lymphadenopathy"", [""T047""]], ""C0206061"": [""interstitial pneumonia"", [""T047""]], ""C0424768"": [""prolonged fever"", [""T033""]], ""C0019209"": [""Hepatomegaly"", [""T033""]], ""C0750394"": [""leukopenia"", [""T033""]], ""C0234233"": [""tenderness"", [""T184""]], ""C0332218"": [""difficult"", [""T033""]], ""C0011900"": [""diagnose"", [""T060""]], ""C0205160"": [""negative"", [""T033""]], ""C0038999"": [""swelling"", [""T033""]], ""C2347026"": [""specimen"", [""T031""]], ""C0030705"": [""patients"", [""T101""]], ""C0035920"": [""rubella"", [""T047""]], ""C0040405"": [""CT scan"", [""T060""]], ""C0221198"": [""lesions"", [""T033""]], ""C0220797"": [""biopsy"", [""T033""]], ""C0024202"": [""lymph"", [""T031""]], ""C0005768"": [""blood"", [""T031""]], ""C0030193"": [""pain"", [""T184""]], ""C0015230"": [""rash"", [""T184""]], ""C0272167"": [""Aleukocytosis"", [""T047""]], ""C0023530"": [""Leukopenias"", [""T047""]], ""C4084914"": [""<20 years"", [""T033""]], ""C0442797"": [""decreased"", [""T033""]], ""C0277797"": [""apyrexia"", [""T033""]], ""C0085632"": [""Indifference"", [""T048""]], ""C4698019"": [""Incompatible"", [""T033""]], ""C1306232"": [""severed"", [""T061""]], ""C0233256"": [""Malpresentation"", [""T033""]], ""C1856555"": [""No splenomegaly"", [""T033""]], ""C0398367"": [""Kikuchi-Fujimoto Disease"", [""T047""]], ""C1963076"": [""Platelets"", [""T033""]], ""C1855575"": [""Very rare"", [""T033""]], ""C0263426"": [""ulerythema"", [""T047""]], ""C0449900"": [""contrasted"", [""T060""]], ""C0423899"": [""bright"", [""T033""]], ""C3845885"": [""Inexperience"", [""T033""]], ""C0239340"": [""lower extremities edema"", [""T046""]], ""C0741302"": [""Atypical"", [""T033""]], ""C5238761"": [""Symptoms"", [""T184""]], ""C1293134"": [""Enlarged"", [""T061""]], ""C0521158"": [""Recurrent"", [""T191""]]}"
77	15883829	Mesenteric lymph nodes in children: what is normal?	78.62246	"{""C0025469"": [""mesenteric lymphadenitis"", [""T047""]], ""C4282165"": [""lymphadenopathy"", [""T184""]], ""C5441922"": [""lymph node size"", [""T033""]], ""C0022650"": [""renal stones"", [""T047""]], ""C0012634"": [""disorders"", [""T047""]], ""C1293134"": [""Enlarged"", [""T061""]], ""C0442726"": [""detected"", [""T033""]], ""C0677930"": [""primary"", [""T191""]], ""C0037088"": [""finding"", [""T184""]], ""C0024202"": [""lymph"", [""T031""]], ""C0030193"": [""pain"", [""T184""]], ""C0424530"": [""absences"", [""T033""]], ""C0694551"": [""right lower quadrant pain"", [""T184""]], ""C1550043"": [""Identified"", [""T033""]], ""C4263551"": [""Pediatric"", [""T060""]], ""C0449900"": [""contrasted"", [""T060""]], ""C4284930"": [""Location"", [""T033""]]}"
78	17682699	Lofgren's syndrome presenting as a case of fever of unknown origin.	78.528725	"{""C0476486"": [""generalized lymphadenopathy"", [""T033""]], ""C0520743"": [""mediastinal lymphadenopathy"", [""T047""]], ""C0021345"": [""infectious mononucleosis"", [""T047""]], ""C0333418"": [""non-caseating granuloma"", [""T046""]], ""C0015970"": [""fever of unknown origin"", [""T184""]], ""C0456973"": [""hilar lymphadenopathy"", [""T046""]], ""C0008033"": [""pleuritic chest pain"", [""T184""]], ""C0151811"": [""subcutaneous nodules"", [""T046""]], ""C0014743"": [""erythema nodosum"", [""T047""]], ""C1253943"": [""pleural effusion"", [""T031""]], ""C0036202"": [""sarcoidosis"", [""T047""]], ""C0332448"": [""infiltrate"", [""T046""]], ""C0850149"": [""dry cough"", [""T184""]], ""C0027627"": [""secondary"", [""T191""]], ""C0039128"": [""syphilis"", [""T047""]], ""C0205160"": [""negative"", [""T033""]], ""C1556133"": [""unknown"", [""T033""]], ""C0030705"": [""patient"", [""T101""]], ""C0028259"": [""nodule"", [""T020""]], ""C0220797"": [""biopsy"", [""T033""]], ""C0015967"": [""fever"", [""T184""]], ""C0024202"": [""lymph"", [""T031""]], ""C0009812"": [""Constitutional symptoms"", [""T184""]], ""C0003862"": [""arthralgia"", [""T184""]], ""C5425894"": [""Mildly enlarged"", [""T033""]], ""C5238864"": [""Rheumatological"", [""T033""]], ""C0039082"": [""syndromes"", [""T047""]], ""C1272241"": [""Cardiomyopathy"", [""T033""]], ""C0037088"": [""finding"", [""T184""]], ""C0741302"": [""Atypical"", [""T033""]], ""C0423899"": [""bright"", [""T033""]], ""C0085315"": [""cns toxoplasmosis"", [""T047""]], ""C0489545"": [""Hospital admission Dx"", [""T033""]], ""C5238761"": [""Symptoms"", [""T184""]], ""C1550488"": [""referrer"", [""T033""]]}"
79	31393390	Synergistic effect of enteral nutrition on remission induction in a patient with penetrating Crohn disease: A case report.	78.52268	"{""C4282165"": [""enlarged lymph nodes"", [""T184""]], ""C0021376"": [""Chronic inflammation"", [""T046""]], ""C1321898"": [""blood in stool"", [""T184""]], ""C0683525"": [""treatment options"", [""T033""]], ""C0879626"": [""adverse effects"", [""T046""]], ""C0005893"": [""body mass index"", [""T060""]], ""C1533734"": [""administration"", [""T061""]], ""C0010346"": [""Crohn disease"", [""T047""]], ""C0334094"": [""proliferation"", [""T046""]], ""C0009566"": [""complications"", [""T046""]], ""C0701159"": [""hospitalized"", [""T033""]], ""C0009378"": [""Colonoscopy"", [""T060""]], ""C0040405"": [""tomography"", [""T060""]], ""C0392209"": [""nutrition"", [""T033""]], ""C0205400"": [""thickened"", [""T033""]], ""C0011900"": [""diagnosed"", [""T060""]], ""C0687702"": [""remission"", [""T191""]], ""C0011991"": [""diarrhea"", [""T184""]], ""C0013687"": [""effusion"", [""T046""]], ""C1261287"": [""stenosis"", [""T046""]], ""C0005558"": [""biopsies"", [""T060""]], ""C0442726"": [""detected"", [""T033""]], ""C0012621"": [""drainage"", [""T031""]], ""C0030705"": [""patient"", [""T101""]], ""C4264481"": [""4 times"", [""T033""]], ""C0040808"": [""regimen"", [""T061""]], ""C4035626"": [""3 times"", [""T033""]], ""C0016169"": [""fistula"", [""T190""]], ""C0150312"": [""present"", [""T033""]], ""C0301571"": [""liquid"", [""T061""]], ""C2753459"": [""mucus"", [""T031""]], ""C0229671"": [""serum"", [""T031""]], ""C0041582"": [""ulcer"", [""T046""]], ""C0015967"": [""fever"", [""T184""]], ""C1273517"": [""used"", [""T033""]], ""C0030193"": [""pain"", [""T184""]], ""C3714514"": [""infections"", [""T046""]], ""C0544452"": [""inactive disease"", [""T033""]], ""C0151632"": [""High erythrocyte sedimentation rate"", [""T033""]], ""C4699613"": [""<2 years"", [""T033""]], ""C1444662"": [""Discontinued"", [""T033""]], ""C1306232"": [""severed"", [""T061""]], ""C2239101"": [""Hemoglobin"", [""T033""]], ""C0442743"": [""noninflammatory"", [""T033""]], ""C0021079"": [""immunosuppression"", [""T061""]], ""C0151664"": [""gi perforation"", [""T047""]], ""C1964257"": [""Observation"", [""T060""]], ""C0161508"": [""Pois-corticosteroids"", [""T037""]], ""C4722408"": [""Reactive"", [""T061""]], ""C0018609"": [""h disease"", [""T047""]], ""C0442739"": [""unchanged"", [""T033""]]}"
